family	pool_count	xpool_count	near_miss_share	primary_file	lane	score	examples
Effect:unknown::as ~ enters, each opponent reveals their hand.	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Alhammarret, High Arbiter
Effect:unknown::as ~ enters, choose a planeswalker type	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Deification
Effect:unknown::as ~ enters, choose a noncreature, nonland card	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Council of the Absolute
Effect:unknown::as ~ enters, choose a nonbasic land card	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Alpine Moon
Effect:unknown::as ~ enters, choose a creature you control	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Grifter's Blade
Effect:unknown::as ~ enters, choose a creature	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Metamorphic Alteration
Effect:unknown::as ~ enters, choose N, N, or N	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Haktos the Unscarred
Effect:unattach::{M}: you may unattach an equipment from a	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Akiri, Fearless Voyager
Effect:unattach::unattach ~: prevent all combat damage that would	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Blinding Powder
Effect:unattach::unattach ~	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Elbrus, the Binding Blade
Effect:unattach::unattach it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tamiyo's Compleation
Effect:turn::{M}, {M}, sacrifice ~: each player turns face	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Pyxis of Pandemonium
Effect:top::top the high bid	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Pain's Reward
Effect:they::they may play it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Urabrask, Heretic Praetor
Effect:they::they enter tapped	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Become Anonymous
Effect:there::there is an additional beginning phase after this	1	0	1.00	parser/oracle_effect/	L11	1.5	Shadow of the Second Sun
Effect:there::there are N or more card types among	1	0	1.00	parser/oracle_effect/	L11	1.5	Happily Ever After
Effect:their::their owners shuffle those cards into their libraries	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	The Three Seasons
Effect:the::{M}: the next time you cast an instant	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Soulfire Grand Master
Effect:the::{M}: the next instant or sorcery spell you	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Kaza, Roil Chaser
Effect:the::{M}, {M}: the controller of target instant or	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Meletis Charlatan
Effect:the::{M}, sacrifice ~: the next time damage would	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Kill-Suit Cultist
Effect:the::the next time they would draw a card	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Urabrask, Heretic Praetor
Effect:the::the next time target creature would deal combat	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ria Ivor, Bane of Bladehold
Effect:the::the next time N or more creatures or	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mystic Reflection
Effect:the::the next instant or sorcery spell you cast	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Maelstrom Muse
Effect:the::the next creature card you play this turn	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Scout's Warning
Effect:the::the exiled card's owner may cast that card	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Spell Queller
Effect:the::the creature is a vampire in addition to	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Drana, the Last Bloodchief
Effect:the::the creature gains "whenever ~ deals combat damage,	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Flash Conscription
Effect:the::the copy targets ~	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ivy, Gleeful Spellthief
Effect:the::the copy targets the chosen creature	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Beamsplitter Mage
Effect:the::the controller of target artifact sacrifices it, then	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Shape Anew
Effect:the::the bidding ends if the high bid stands	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Pain's Reward
Effect:the::if at least N green mana was spent	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Outmuscle
Effect:that::that player equal to the revealed card's mana	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Friendly Fire
Effect:target::target creature you don't control	3	0	0.00	parser/oracle_effect/counter.rs	L12	1.5	Blizzard Brawl; Joust; Tail Swipe
Effect:sword::{M}: if you control equipment named ~, sword	1	0	1.00	parser/oracle_effect/	L11	1.5	Helm of Kaldra
Effect:static_structure::~'s equip ability costs {M} less to activate	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Ghostfire Blade
Effect:static_structure::~ has all loyalty abilities of all other	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Nicol Bolas, Dragon-God
Effect:static_structure::~ gets +N/+y, where N is the exiled	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Phyrexian Ingester
Effect:static_structure::your opponents and permanents your opponents control with	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Kaya, Bane of the Dead
Effect:static_structure::you, planeswalkers you control, and other creatures you	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Shalai, Voice of Plenty
Effect:static_structure::you may reveal the first card you draw	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	God-Eternal Kefnet
Effect:static_structure::you may cast spells from among cards exiled	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Hedonist's Trove
Effect:static_structure::the chosen creature gets +N/+N and has flying	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Tyrannical Pitlord
Effect:static_structure::skip your upkeep step if you have no	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Gibbering Descent
Effect:static_structure::saproling creatures and other treefolk creatures get +N/+N	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Verdeloth the Ancient
Effect:static_structure::reveal your hand: if you have N or	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Sasaya, Orochi Ascendant
Effect:static_structure::players can't search libraries. any player may pay	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Leonin Arbiter
Effect:static_structure::players can't pay life to cast spells or	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Karn's Sylex
Effect:static_structure::players can't cast noncreature spells from graveyards or	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Soulless Jailer
Effect:static_structure::other transformed permanents you control have trample and	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Gargantuan Slabhorn
Effect:static_structure::once during each of your turns, you may	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Serra Paragon
Effect:static_structure::nonland permanents you control are white. the same	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Celestial Dawn
Effect:static_structure::fortified land has indestructible	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Darksteel Garrison
Effect:static_structure::foretelling cards from your hand costs {M} less	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Cosmos Charger
Effect:static_structure::for each non-human creature you control, you may	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Zilortha, Apex of Ikoria
Effect:static_structure::equipped creature gets ~/~	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	+2 Mace
Effect:static_structure::equipped creature gets +N/+N, where N is the	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Cranial Ram
Effect:static_structure::enchanted creature is a copy of the chosen	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Metamorphic Alteration
Effect:static_structure::each vampire creature card you own that isn't	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Falkenrath Gorger
Effect:static_structure::each player may play lands and cast spells	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Uba Mask
Effect:static_structure::each player may look at cards they exiled	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Shared Fate
Effect:static_structure::each other planeswalker you control has the loyalty	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Kasmina, Enigma Sage
Effect:static_structure::each opponent who controls more creatures than you	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Ward of Bones
Effect:static_structure::each opponent can't cast noncreature spells with mana	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Lavinia, Azorius Renegade
Effect:static_structure::each nonland card in your hand without foretell	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Dream Devourer
Effect:static_structure::each noncreature, non-equipment artifact is an equipment with	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Bludgeon Brawl
Effect:static_structure::each instant and sorcery spell you cast has	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Djinn Illuminatus
Effect:static_structure::each creature you control has vigilance if it's	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Scion of Draco
Effect:static_structure::each creature with the greatest mana value has	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Favor of the Mighty
Effect:static_structure::each creature spell you cast has emerge. the	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Herigast, Erupting Nullkite
Effect:static_structure::each creature card in your graveyard has the	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Ashes of the Fallen
Effect:static_structure::creatures your opponents control with hexproof can be	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Glaring Spotlight
Effect:static_structure::creatures your opponents control can't have +N/+N counters	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Blightbeetle
Effect:static_structure::creatures you control enter as a copy of	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Essence of the Wild
Effect:static_structure::creatures you control can't have -N/-N counters put	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Melira, Sylvok Outcast
Effect:static_structure::creatures of the chosen color without flying can't	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Teferi's Moat
Effect:static_structure::creatures blocking or blocked by ~ have lifelink	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Alms Beast
Effect:static_structure::auras attached to permanents you control have umbra	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Umbra Mystic
Effect:static_structure::as ~ enters or is turned face up,	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Vesuvan Shapeshifter
Effect:static_structure::activated abilities of the chosen permanent can't be	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Scheming Fence
Effect:static_structure::activated abilities of lands your opponents control can't	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Sharkey, Tyrant of the Shire
Effect:spend::spend this mana only to pay a disturb	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Unblinking Observer
Effect:spend::spend this mana only to foretell cards or	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Niko Defies Destiny
Effect:spend::spend this mana only to foretell a card	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Karfell Harbinger
Effect:spend::spend this mana only to cast a face-down	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Qarsi Deceiver
Effect:spend::spend this mana only to cast a colorless	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Cultivator Drone
Effect:spend::spend this mana only to activate an ability	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tazri, Stalwart Survivor
Effect:spend::spend only black mana on N. / ~	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Consume Spirit
Effect:spend::spend only black mana on N	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Crypt Rats
Effect:spells::spells your opponents cast cost {M} more to	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Tax Collector
Effect:spells::spells with the chosen name can't be cast	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Conjurer's Ban
Effect:spells::spells they cast this turn cost {M} more	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Academy Loremaster
Effect:skip::skip their next untap step	1	0	1.00	parser/oracle_static/dispatch.rs	L24	1.5	Brine Elemental
Effect:shuffle::shuffles the rest into their library	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Worldpurge
Effect:shuffle::shuffle their libraries	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Void Stalker
Effect:shuffle::shuffle the chosen cards into your library and	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Ecological Appreciation
Effect:shuffle::shuffle that pile, then cloak those cards	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Become Anonymous
Effect:shuffle::each player shuffles their hand, graveyard, and all	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Sway of the Stars
Effect:separate::starting with you, each player separates all permanents	1	0	1.00	parser/oracle_separate_piles.rs	L30	1.5	Whims of the Fates
Effect:separate::[−N]: separate all permanents target player controls into	1	0	1.00	parser/oracle_separate_piles.rs	L30	1.5	Liliana of the Veil
Effect:sanctum::sanctum of nature, exile them, then meld them	1	0	1.00	parser/oracle_effect/	L11	1.5	Titania, Voice of Gaea
Effect:reveal::reveal their library	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Mindblaze
Effect:reveal::reveal the chosen card	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Vendilion Clique
Effect:reveal::reveal the aura card	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Auratouched Mage
Effect:reveal::reveal that many cards from the top of	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Warp World
Effect:reveal::reveal cards from the top of your library	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Mass Polymorph
Effect:reveal::reveal a card you own named ~ from	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Legion Angel
Effect:reveal::each player reveals a number of cards from	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Over the Top
Effect:restart::[−N]: restart the game, leaving in exile all	1	0	1.00	parser/oracle_effect/	L11	1.5	Karn Liberated
Effect:replacement_structure::if ~ would be put into a graveyard	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Ugin's Nexus
Effect:replacement_structure::if your life total would be reduced to	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Enduring Angel
Effect:replacement_structure::if you would get N or more {M}	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Izzet Generatorium
Effect:replacement_structure::if you would get N or more poison	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Melira, the Living Cure
Effect:replacement_structure::if you would get N or more counters,	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Winding Constrictor
Effect:replacement_structure::if a spell or ability you control would	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Guile
Effect:replacement_structure::if a modular triggered ability would put N	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Zabaz, the Glimmerwasp
Effect:replacement_structure::if a cycling ability of another nonland card	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Unpredictable Cyclone
Effect:replacement_structure::if a card would be put into an	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Dauthi Voidwalker
Effect:replacement_structure::grant an advantage — if you would roll	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Pixie Guide
Effect:replacement_structure::as ~ enters, put a phylactery counter on	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Phylactery Lich
Effect:repeat::repeat this process until no N pays life	1	0	1.00	parser/oracle_effect/	L11	1.5	Plague of Vermin
Effect:repeat::repeat this process until both players' coins come	1	0	1.00	parser/oracle_effect/	L11	1.5	Mana Clash
Effect:repeat::repeat this process until all cards in that	1	0	1.00	parser/oracle_effect/	L11	1.5	Struggle for Sanity
Effect:repeat::repeat this process until all cards exiled this	1	0	1.00	parser/oracle_effect/	L11	1.5	Thieves' Auction
Effect:repeat::repeat this process except that opponent can't choose	1	0	1.00	parser/oracle_effect/	L11	1.5	Shrouded Lore
Effect:remove::remove twice N loyalty counters from target planeswalker	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Confront the Past
Effect:remove::remove that counter from that permanent or card	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Clockspinning
Effect:remove::remove any number of +N/+N counters from among	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Galloping Lizrog
Effect:remove::remove a number of loyalty counters equal to	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Jace, Mirror Mage
Effect:put::put your choice of a counter from among	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Aragorn, Company Leader
Effect:put::put them back in any order	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Descendant of Soramaro
Effect:put::put the rest back in any order	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Dimir Machinations
Effect:put::put the other on the top or bottom	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Write into Being
Effect:put::put target creature into its owner's library just	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Quarry Colossus
Effect:put::put target card from a graveyard on your	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Not Forgotten
Effect:put::put onto the battlefield attached to it any	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Bruna, Light of Alabaster
Effect:put::put it on your choice of the top	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Arashin Sovereign
Effect:put::put an additional counter of that kind on	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Ichormoon Gauntlet
Effect:put::put a number of +N/+N counters on it	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Tyvar the Bellicose
Effect:put::put a counter of that kind on ~	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Crystalline Giant
Effect:put::put a counter of that kind on either	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Exotic Pets
Effect:put::put a +N/+N counter or a loyalty counter	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Elspeth Conquers Death
Effect:put::put a +N/+N counter and a counter from	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Elspeth Resplendent
Effect:players::players dealt damage this way can't cast noncreature	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Aurelia's Fury
Effect:players::players can't search libraries this turn. / draw	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Shadow of Doubt
Effect:play::until end of turn, you may play lands	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Gaea's Will
Effect:play::play lands	3	0	0.00	parser/oracle_effect/search.rs	L08	1.5	Brilliant Ultimatum; Gix, Yawgmoth Praetor; Sen Triplets
Effect:phase::phase	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Fatespinner
Effect:permanents::permanents enter tapped this turn. / draw a	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Due Respect
Effect:pay::pay any amount of {M}	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Leyline Tyrant
Effect:other::other red attacking creatures you control gain trample	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tori D'Avenant, Fury Rider
Effect:or::or land that isn't a mana ability	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Immolation Shaman
Effect:only::only you draw a card	1	0	1.00	parser/oracle_effect/	L11	1.5	Kumena's Awakening
Effect:note::note your life total	1	0	1.00	parser/oracle_effect/	L11	1.5	Sigarda's Splendor
Effect:note::note a creature type that hasn't been noted	1	0	1.00	parser/oracle_effect/	L11	1.5	Long List of the Ents
Effect:nonland::nonland card, you may reveal it	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Narset Transcendent
Effect:nonland::nonland card, you gain N life	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Druidic Satchel
Effect:noncreature::noncreature spells your opponents cast cost {M} more	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Elspeth Conquers Death
Effect:multi_source_compound_each_power_damage::target creature you control and up to N	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Friendly Rivalry
Effect:modal_mode_unsupported_qualifier::look at the top N cards of your	1	0	1.00	parser/oracle_modal.rs	L29	1.5	Ao, the Dawn Sky
Effect:mill::mill cards equal to your ring-bearer's power	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	One Ring to Rule Them All
Effect:manifest::manifest N of those cards	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Write into Being
Effect:manifest::manifest N cards from their hands	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Kozilek, the Broken Reality
Effect:lose::target player loses life equal to the damage	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Final Punishment
Effect:lose::lose life equal to the total mana value	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Palantír of Orthanc
Effect:lose::lose all unspent mana	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Worldpurge
Effect:lose::lose all abilities	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Monument to Perfection
Effect:look::{M}: look at target face-down creature	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Smoke Teller
Effect:look::look at those cards	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Jester's Scepter
Effect:look::look at the cards in each pile, then	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Hostile Negotiations
Effect:look::look at it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Rogue Class
Effect:leave::leave the chosen cards in your graveyard and	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Deliver Unto Evil
Effect:its::its power is equal to ~'s power and	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Gemini Engine
Effect:its::its power is equal to that creature's power	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Kalitas, Bloodchief of Ghet
Effect:its::its power is equal to that card's power	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Ritual of the Returned
Effect:it::it enters tapped and attacking	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Mishra, Claimed by Gix
Effect:instead::instead that player skips that draw	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Plagiarize
Effect:instead::instead search your library for a card, put	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Archmage Ascension
Effect:instead::instead gain control of that creature	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Welcome to the Fold
Effect:instead::instead exile it, then return that card to	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Meticulous Excavation
Effect:instead::instead create N of those tokens	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	From Under the Floorboards
Effect:instant::[+N]: until your next turn, instant and sorcery	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Ral, Leyline Prodigy
Effect:in::in turn order	1	0	1.00	parser/oracle_effect/animation.rs	L15	1.5	Pain's Reward
Effect:if::if you control no permanents other than ~	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Barren Glory
Effect:have::you may have creatures you control assign their	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Predatory Focus
Effect:have::have the most cards in hand gains control	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Sokenzan Renegade
Effect:have::have the base power and toughness of other	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tanazir Quandrix
Effect:have::have that creature become a copy of another	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Blade of Shared Souls
Effect:have::have shapeshifters you control become copies of that	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Absorb Identity
Effect:have::have no cards in hand	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Barren Glory
Effect:have::have creatures you control other than ~ become	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Deceiver of Form
Effect:have::have an awakening counter on it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Liege of the Tangle
Effect:have::have a flood counter on it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Quicksilver Fountain
Effect:get::get that many poison counters	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Etali, Primal Sickness
Effect:get::get an additional poison counter	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Necrogen Rotpriest
Effect:get::get an additional -N/-N until end of turn	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Lethal Exploit
Effect:get::get +N/+y	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Bioplasm
Effect:get::[−N]: if target player has fewer than N	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Vraska, Betrayal's Sting
Effect:gain::{M}, sacrifice ~: you gain life equal to	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tainted Sigil
Effect:gain::you gain life equal to the number of	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	War Report
Effect:gain::gain your choice of deathtouch or lifelink	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Alchemist's Gift
Effect:gain::gain vanishing	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Maelstrom Djinn
Effect:gain::gain no life	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Flames of the Blood Hand
Effect:gain::gain life equal to the greatest power among	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Discerning Taste
Effect:gain::gain life equal to that creature's power plus	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Predator's Rapport
Effect:gain::gain haste until end of turn if it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Silumgar Scavenger
Effect:gain::[+N]: you gain life equal to the number	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ajani, Strength of the Pride
Effect:freerunning—return::freerunning—return a blue creature you control to its	1	0	1.00	parser/oracle_effect/	L11	1.5	Escape Detection
Effect:for::for each {M} spent to cast ~, put	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Clay Champion
Effect:for::for each {M} spent to cast it, draw	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Bladecoil Serpent
Effect:for::for each spell and ability your opponents control,	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Whirlwind Denial
Effect:for::for each player, choose target permanent that player	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Vaevictis Asmadi, the Dire
Effect:for::for each of those tokens, you may attach	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Reckless Crew
Effect:for::for each of those permanents, you may search	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Clarion Ultimatum
Effect:for::for each of those permanents, its controller creates	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Soul of Emancipation
Effect:for::for each kind of counter among creatures you	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Exotic Pets
Effect:for::for each creature card you own in exile	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Altaïr Ibn-La'Ahad
Effect:for::for each copy, the player may cast the	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Eye of the Storm
Effect:for::for each color pair, choose a card that's	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Niv-Mizzet Reborn
Effect:for::for each blue mana symbol in the mana	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Sanity Grinding
Effect:for::[−N]: for each player, choose a creature that	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	The Eternal Wanderer
Effect:face-up::sacrifice ~: until end of turn, face-up nontoken	1	0	1.00	parser/oracle_effect/	L11	1.5	Whisperwood Elemental
Effect:exchange::exchange your hand and graveyard	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Harness Infinity
Effect:exchange::exchange control of ~ and target permanent you	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Conjured Currency
