Goldberry, River-Daughter	1	Effect:move	{T}: Move a counter of each kind not on Goldberry from another target permanent you control onto Goldberry. / {U}, {T}: Move one or more counters from Goldberry onto another target permanent you control. If you do, draw a card.
Bane Alley Broker	1	Effect:effect_structure	{T}: Draw a card, then exile a card from your hand face down. / You may look at cards exiled with this creature. / {U}{B}, {T}: Return a card exiled with this creature to its owner's hand.
Descendants' Path	1	Effect:that	At the beginning of your upkeep, reveal the top card of your library. If it's a creature card that shares a creature type with a creature you control, you may cast it without paying its mana cost. If you don't cast it, put it on the bottom of your library.
Auspicious Starrix	1	Swallow:DynamicQty	Mutate {5}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) / Whenever this creature mutates, exile cards from the top of your library until you exile X permanent cards, where X is the number of times this creature has mutated. Put those permanent cards onto the battlefield.
Blow Your House Down	1	ParseWarning:target-fallback	Up to three target creatures can't block this turn. Destroy any of them that are Walls.
Gladewalker Ritualist	1	Trigger:Whenever another creature you control named Gladewalker Ritualist enters	Changeling (This card is every creature type.) / Whenever another creature you control named Gladewalker Ritualist enters, draw a card.
Portent of Calamity	1	Swallow:Condition_If	Reveal the top X cards of your library. For each card type, you may exile a card of that type from among them. Put the rest into your graveyard. You may cast a spell from among the exiled cards without paying its mana cost if you exiled four or more cards this way. Then put the rest of the exiled cards into your hand.
Dream Leash	1	Effect:effect_structure	Enchant permanent / You can't choose an untapped permanent as this spell's target as you cast it. / You control enchanted permanent.
Drowner of Truth	1	Swallow:Condition_If	Devoid (This card has no color.) / When you cast this spell, if {C} was spent to cast it, create two 0/1 colorless Eldrazi Spawn creature tokens with "Sacrifice this token: Add {C}."
Redcap Melee	1	Swallow:Condition_If	Redcap Melee deals 4 damage to target creature or planeswalker. If a nonred permanent is dealt damage this way, you sacrifice a land.
Manor Gargoyle	0		Defender / This creature has indestructible as long as it has defender. / {1}: Until end of turn, this creature loses defender and gains flying.
Oriss, Samite Guardian	1	Cost:Samite Guardian	{T}: Prevent all damage that would be dealt to target creature this turn. / Grandeur — Discard another card named Oriss, Samite Guardian: Target player can't cast spells this turn, and creatures that player controls can't attack this turn.
Nissa, Steward of Elements	1	Effect:or	[+2]: Scry 2. / [0]: Look at the top card of your library. If it's a land card or a creature card with mana value less than or equal to the number of loyalty counters on Nissa, you may put that card onto the battlefield. / [−6]: Untap up to two target lands you control. They become 5/5 Elemental creatures with flying and haste until end of turn. They're still lands.
Kopala, Warden of Waves	1	Effect:static_structure	Spells your opponents cast that target a Merfolk you control cost {2} more to cast. / Abilities your opponents activate that target a Merfolk you control cost {2} more to activate.
Vampire Nocturnus	0		Play with the top card of your library revealed. / As long as the top card of your library is black, this creature and other Vampire creatures you control get +2/+1 and have flying.
Stand Together	1	Effect:two	Put two +1/+1 counters on target creature and two +1/+1 counters on another target creature.
Shalai, Voice of Plenty	1	Effect:static_structure	Flying / You, planeswalkers you control, and other creatures you control have hexproof. / {4}{G}{G}: Put a +1/+1 counter on each creature you control.
Burning-Eye Zubera	2	Swallow:Condition_If;Swallow:Duration_ThisTurn	When this creature dies, if 4 or more damage was dealt to it this turn, this creature deals 3 damage to any target.
Talon of Pain	1	Trigger:Whenever a source you control other than ~ deals damage to an opponent	Whenever a source you control other than this artifact deals damage to an opponent, put a charge counter on this artifact. / {X}, {T}, Remove X charge counters from this artifact: It deals X damage to any target.
Forsworn Paladin	1	Swallow:Condition_If	Menace / {1}{B}, {T}, Pay 1 life: Create a Treasure token. / {2}{B}: Target creature gets +2/+0 until end of turn. If mana from a Treasure was spent to activate this ability, that creature also gains deathtouch until end of turn.
Exotic Pets	2	Effect:for;Effect:put	Create two 1/1 blue Fish creature tokens with "This token can't be blocked." Then for each kind of counter among creatures you control, put a counter of that kind on either of those tokens.
Domri, Chaos Bringer	1	Swallow:Condition_If	[+1]: Add {R} or {G}. If that mana is spent on a creature spell, it gains riot. (It enters with your choice of a +1/+1 counter or haste.) / [−3]: Look at the top four cards of your library. You may reveal up to two creature cards from among them and put them into your hand. Put the rest on the bottom of your library in a random order. / [−8]: You get an emblem with "At the beginning of each end step, create a 4/4 red and green Beast creature token with trample."
Medomai's Prophecy	1	Effect:when	(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) / I — Scry 2. / II — Choose a card name. / III — When you cast a spell with the chosen name for the first time this turn, draw two cards. / IV — Look at the top card of each player's library.
Grishnákh, Brash Instigator	1	Swallow:DynamicQty	When Grishnákh enters, amass Orcs 2. When you do, until end of turn, gain control of target nonlegendary creature an opponent controls with power less than or equal to the amassed Army's power. Untap that creature. It gains haste until end of turn.
Glittering Frost	1	Effect:static_structure	Enchant land / Enchanted land is snow. / Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.
Carth the Lion	1	Effect:unknown	Whenever Carth enters or a planeswalker you control dies, look at the top seven cards of your library. You may reveal a planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. / Planeswalkers' loyalty abilities you activate cost an additional [+1] to activate.
Ion Storm	1	Cost:Remove a +1/+1 counter or a charge counter from a permanent you control	{1}{R}, Remove a +1/+1 counter or a charge counter from a permanent you control: This enchantment deals 2 damage to any target.
Falkenrath Gorger	1	Effect:static_structure	Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Maskwood Nexus	1	Effect:unknown	Creatures you control are every creature type. The same is true for creature spells you control and creature cards you own that aren't on the battlefield. / {3}, {T}: Create a 2/2 blue Shapeshifter creature token with changeling. (It is every creature type.)
Marrow Chomper	1	Swallow:DynamicQty	Devour 2 (As this creature enters, you may sacrifice any number of creatures. It enters with twice that many +1/+1 counters on it.) / When this creature enters, you gain 2 life for each creature it devoured.
Kargan Dragonlord	0		Level up {R} ({R}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 4-7 / 4/4 / Flying / LEVEL 8+ / 8/8 / Flying, trample / {R}: This creature gets +1/+0 until end of turn.
Corrupted Resolve	1	Swallow:Condition_If	Counter target spell if its controller is poisoned.
Rakdos, the Muscle	1	Swallow:DynamicQty	Flying, trample / Whenever you sacrifice another creature, exile cards equal to its mana value from the top of target player's library. Until your next end step, you may play those cards, and mana of any type can be spent to cast those spells. / Sacrifice another creature: Rakdos gains indestructible until end of turn. Tap it. Activate only once each turn.
Gideon's Sacrifice	1	Effect:all	Choose a creature or planeswalker you control. All damage that would be dealt this turn to you and permanents you control is dealt to the chosen permanent instead (if it's still on the battlefield).
The End	1	Effect:search	This spell costs {2} less to cast if your life total is 5 or less. / Exile target creature or planeswalker. Search its controller's graveyard, hand, and library for any number of cards with the same name as that permanent and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.
Moonhold	1	Effect:can't	Target player can't play lands this turn if {R} was spent to cast this spell and can't cast creature spells this turn if {W} was spent to cast this spell. (Do both if {R}{W} was spent.)
Chandra, Fire of Kaladesh	1	Swallow:Duration_ThisTurn	Whenever you cast a red spell, untap Chandra. / {T}: Chandra deals 1 damage to target player or planeswalker. If Chandra has dealt 3 or more damage this turn, exile her, then return her to the battlefield transformed under her owner's control.
Cosmos Elixir	0		At the beginning of your end step, draw a card if your life total is greater than your starting life total. Otherwise, you gain 2 life.
Pollywog Symbiote	1	Swallow:Condition_If	Each creature spell you cast costs {1} less to cast if it has mutate. / Whenever you cast a creature spell, if it has mutate, draw a card, then discard a card.
Flames of the Blood Hand	1	Effect:gain	Flames of the Blood Hand deals 4 damage to target player or planeswalker. The damage can't be prevented. If that player or that planeswalker's controller would gain life this turn, that player gains no life instead.
Luxior, Giada's Gift	1	Effect:static_structure	Equipped creature gets +1/+1 for each counter on it. / Equipped permanent isn't a planeswalker and is a creature in addition to its other types. (Loyalty abilities can still be activated.) / Equip planeswalker {1} / Equip {3}
Dragon Egg	1	Swallow:Duration_UntilEndOfTurn	Defender / When this creature dies, create a 2/2 red Dragon creature token with flying and "{R}: This token gets +1/+0 until end of turn."
Vengeful Firebrand	0		This creature has haste as long as a Warrior card is in your graveyard. / {R}: This creature gets +1/+0 until end of turn.
Transcendent Master	0		Level up {1} ({1}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 6-11 / 6/6 / Lifelink / LEVEL 12+ / 9/9 / Lifelink, indestructible
No Witnesses	1	Effect:the	Each player who controls the most creatures investigates. Then destroy all creatures. (To investigate, create a Clue token. It's an artifact with "{2}, Sacrifice this token: Draw a card.")
Search the City	1	Trigger:Whenever you play a card with the same name as one of the exiled cards	When this enchantment enters, exile the top five cards of your library. / Whenever you play a card with the same name as one of the exiled cards, you may put one of those cards with that name into its owner's hand. Then if there are no cards exiled with this enchantment, sacrifice it. If you do, take an extra turn after this one.
Havi, the All-Father	0		Havi has indestructible as long as there are four or more historic cards in your graveyard. (Artifacts, legendaries, and Sagas are historic.) / Sage Project — Whenever Havi or another legendary creature you control dies, return target legendary creature card with lesser mana value from your graveyard to the battlefield tapped.
Nullstone Gargoyle	1	Trigger:Whenever the first noncreature spell of a turn is cast	Flying / Whenever the first noncreature spell of a turn is cast, counter that spell.
Zur's Weirding	1	Effect:any	Players play with their hands revealed. / If a player would draw a card, they reveal it instead. Then any other player may pay 2 life. If a player does, put that card into its owner's graveyard. Otherwise, that player draws a card.
Cosmos Charger	1	Effect:static_structure	Flash / Flying / Foretelling cards from your hand costs {1} less and can be done on any player's turn. / Foretell {2}{U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)
Ascendant Packleader	1	Swallow:Condition_If	This creature enters with a +1/+1 counter on it if you control a permanent with mana value 4 or greater. / Whenever you cast a spell with mana value 4 or greater, put a +1/+1 counter on this creature.
Repeated Reverberation	1	Trigger:When you next cast an instant spell	When you next cast an instant spell, cast a sorcery spell, or activate a loyalty ability this turn, copy that spell or ability twice. You may choose new targets for the copies.
Clockspinning	1	Effect:remove	Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.) / Choose a counter on target permanent or suspended card. Remove that counter from that permanent or card or put another of those counters on it.
Become Anonymous	2	Effect:shuffle;Effect:they	Exile target nontoken creature you own and the top two cards of your library in a face-down pile, shuffle that pile, then cloak those cards. They enter tapped. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)
Cache Grab	1	Swallow:Condition_If	Mill four cards. You may put a permanent card from among the cards milled this way into your hand. If you control a Squirrel or returned a Squirrel card to your hand this way, create a Food token. (To mill four cards, put the top four cards of your library into your graveyard. A Food token is an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.")
Glaring Spotlight	1	Effect:static_structure	Creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof. / {3}, Sacrifice this artifact: Creatures you control gain hexproof until end of turn and can't be blocked this turn.
Reflector Mage	1	Effect:can't	When this creature enters, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn.
Suspend Aggression	1	Swallow:DynamicQty	Exile target nonland permanent and the top card of your library. For each of those cards, its owner may play it until the end of their next turn.
Winnowing	1	Effect:for	Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) / For each player, you choose a creature that player controls. Then each player sacrifices all other creatures they control that don't share a creature type with the chosen creature they control.
Vesuvan Drifter	1	Swallow:Condition_If	Flying / You may look at the top card of your library any time. / At the beginning of each combat, you may reveal the top card of your library. If you reveal a creature card this way, this creature becomes a copy of that card until end of turn, except it has flying.
Tajuru Preserver	1	Effect:unknown	Spells and abilities your opponents control can't cause you to sacrifice permanents.
Scaleguard Sentinels	1	Swallow:Condition_If	As an additional cost to cast this spell, you may reveal a Dragon card from your hand. / This creature enters with a +1/+1 counter on it if you revealed a Dragon card or controlled a Dragon as you cast this spell.
Isperia the Inscrutable	1	Swallow:Condition_If	Flying / Whenever Isperia deals combat damage to a player, choose a card name. That player reveals their hand. If a card with the chosen name is revealed this way, search your library for a creature card with flying, reveal it, put it into your hand, then shuffle.
Lifecraft Awakening	1	Swallow:Condition_If	Put X +1/+1 counters on target artifact you control. If it isn't a creature or Vehicle, it becomes a 0/0 Construct artifact creature.
Arcane Adaptation	1	Effect:unknown	As this enchantment enters, choose a creature type. / Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.
Shadows' Verdict	1	Effect:all	Exile all creatures and planeswalkers with mana value 3 or less from the battlefield and all creature and planeswalker cards with mana value 3 or less from all graveyards.
Mirrorwing Dragon	1	Swallow:DynamicQty	Flying / Whenever a player casts an instant or sorcery spell that targets only this creature, that player copies that spell for each other creature they control that the spell could target. Each copy targets a different one of those creatures.
Eriette, the Beguiler	1	Trigger:Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value	Lifelink / Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value, gain control of that permanent for as long as that Aura is attached to it.
Twinning Glass	1	Swallow:Condition_If	{1}, {T}: You may cast a spell from your hand without paying its mana cost if it has the same name as a spell that was cast this turn.
Ram Through	1	Effect:excess	Target creature you control deals damage equal to its power to target creature you don't control. If the creature you control has trample, excess damage is dealt to that creature's controller instead.
Zurgo and Ojutai	0		Flying, haste / Zurgo and Ojutai has hexproof as long as it entered this turn. / Whenever one or more Dragons you control deal combat damage to a player or battle, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. You may return one of those Dragons to its owner's hand.
Ink-Treader Nephilim	2	Swallow:Condition_If;Swallow:DynamicQty	Whenever a player casts an instant or sorcery spell, if that spell targets only this creature, copy the spell for each other creature that spell could target. Each copy targets a different one of those creatures.
Plargg and Nassari	1	Effect:choose	At the beginning of your upkeep, each player exiles cards from the top of their library until they exile a nonland card. An opponent chooses a nonland card exiled this way. You may cast up to two spells from among the other cards exiled this way without paying their mana costs.
Coralhelm Commander	0		Level up {1} ({1}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 2-3 / 3/3 / Flying / LEVEL 4+ / 4/4 / Flying / Other Merfolk creatures you control get +1/+1.
Invincible Hymn	2	Effect:count;Effect:your	Count the number of cards in your library. Your life total becomes that number.
Curse of Surveillance	1	Effect:draw	Enchant player / At the beginning of enchanted player's upkeep, any number of target players other than that player each draw cards equal to the number of Curses attached to that player.
Grub, Notorious Auntie	1	ParseWarning:target-fallback	Menace / Whenever Grub attacks, you may blight 1. If you do, create a tapped and attacking token that's a copy of the blighted creature, except it has "At the beginning of the end step, sacrifice this token." / At the beginning of your first main phase, you may pay {B}. If you do, transform Grub.
Monstrous War-Leech	1	Effect:unknown	Kicker {U} (You may pay an additional {U} as you cast this spell.) / As this creature enters, if it was kicked, mill four cards. (To mill a card, put the top card of your library into your graveyard.) / Monstrous War-Leech's power and toughness are each equal to the greatest mana value among cards in your graveyard.
Gimli, Mournful Avenger	1	Effect:when	Gimli has indestructible as long as two or more creatures died under your control this turn. / Whenever another creature you control dies, put a +1/+1 counter on Gimli. When this ability resolves for the third time this turn, Gimli fights up to one target creature you don't control.
Unscythe, Killer of Kings	1	Trigger:Whenever a creature dealt damage by equipped creature this turn dies	Equipped creature gets +3/+3 and has first strike. / Whenever a creature dealt damage by equipped creature this turn dies, you may exile that card. If you do, create a 2/2 black Zombie creature token. / Equip {2}
Critical Hit	1	Trigger:When you roll a natural 20	Target creature gains double strike until end of turn. / When you roll a natural 20, return this card from your graveyard to your hand. (A natural 20 is a roll that displays 20 on the die.)
Curse of Leeches	1	Effect:unknown	Enchant player / As this permanent transforms into Curse of Leeches, attach it to a player. / At the beginning of enchanted player's upkeep, they lose 1 life and you gain 1 life. / Daybound (If a player casts no spells during their own turn, it becomes night next turn.)
Brilliance Unleashed	1	Effect:it's	Choose one or both — / • Brilliance Unleashed deals 5 damage to target creature. / • Choose target artifact card in your graveyard. Return it to the battlefield if it's an artifact creature card. Otherwise, return it to the battlefield and it's a 3/3 Robot artifact creature with flying.
Fact or Fiction	1	Effect:an	Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.
Domineer	0		Enchant artifact creature / You control enchanted artifact creature.
Darksteel Garrison	2	Effect:static_structure;Trigger:Whenever fortified land becomes tapped	Fortified land has indestructible. / Whenever fortified land becomes tapped, target creature gets +1/+1 until end of turn. / Fortify {3} ({3}: Attach to target land you control. Fortify only as a sorcery. This card enters unattached and stays on the battlefield if the land leaves.)
Elvish Refueler	1	Effect:unknown	During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated. / Exhaust — {1}{G}: Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)
Isleback Spawn	0		Shroud (This creature can't be the target of spells or abilities.) / This creature gets +4/+8 as long as a library has twenty or fewer cards in it.
Vengeful Pharaoh	1	Trigger:Whenever combat damage is dealt to you or a planeswalker you control	Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) / Whenever combat damage is dealt to you or a planeswalker you control, if this card is in your graveyard, destroy target attacking creature, then put this card on top of your library.
Reject Imperfection	1	Swallow:Condition_If	Counter target spell. If that spell's mana value was 3 or less, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Whisperwood Elemental	1	Effect:face-up	At the beginning of your end step, manifest the top card of your library. (Put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.) / Sacrifice this creature: Until end of turn, face-up nontoken creatures you control gain "When this creature dies, manifest the top card of your library."
Liberator, Urza's Battlethopter	1	Swallow:Condition_If	Flash / Flying / You may cast colorless spells and artifact spells as though they had flash. / Whenever you cast a spell, if the amount of mana spent to cast that spell is greater than Liberator's power, put a +1/+1 counter on Liberator.
Vigor Mortis	1	Swallow:Condition_If	Return target creature card from your graveyard to the battlefield. If {G} was spent to cast this spell, that creature enters with an additional +1/+1 counter on it.
Trait Doctoring	1	Effect:change	Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another until end of turn. / Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)
Getaway Car	1	Swallow:Duration_ThisTurn	Haste / Whenever this Vehicle attacks or blocks, return up to one target creature that crewed it this turn to its owner's hand. / Crew 1
Heretic's Punishment	1	Effect:deal	{3}{R}: Choose any target, then mill three cards. This enchantment deals damage to that permanent or player equal to the greatest mana value among the milled cards.
Melira, Sylvok Outcast	2	Effect:effect_structure;Effect:static_structure	You can't get poison counters. / Creatures you control can't have -1/-1 counters put on them. / Creatures your opponents control lose infect.
Lithomantic Barrage	1	Swallow:Condition_If	This spell can't be countered. / Lithomantic Barrage deals 1 damage to target creature or planeswalker. It deals 5 damage instead if that target is white and/or blue.
Glimpse the Impossible	1	Swallow:DynamicQty	Exile the top three cards of your library. You may play those cards this turn. At the beginning of the next end step, if any of those cards remain exiled, put them into your graveyard, then create a 0/1 colorless Eldrazi Spawn creature token for each card put into your graveyard this way. Those tokens have "Sacrifice this token: Add {C}."
Arna Kennerüd, Skycaptain	1	Effect:for	Flying, lifelink / Ward—Discard a card. / Whenever a modified creature you control attacks, double the number of each kind of counter on it. Then for each nontoken permanent attached to it, create a token that's a copy of that permanent attached to that creature.
Tunnel Ignus	2	Swallow:Condition_If;Swallow:Duration_ThisTurn	Whenever a land enters under an opponent's control, if that player had another land enter the battlefield under their control this turn, this creature deals 3 damage to that player.
Surgical Extraction	1	Effect:search	({B/P} can be paid with either {B} or 2 life.) / Choose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles.
Firebender Ascension	1	Trigger:Whenever a creature you control attacking causes a triggered ability of that creature to trigger	When this enchantment enters, create a 2/2 red Soldier creature token with firebending 1. / Whenever a creature you control attacking causes a triggered ability of that creature to trigger, put a quest counter on this enchantment. Then if it has four or more quest counters on it, you may copy that ability. You may choose new targets for the copy.
Dragon's Approach	1	Effect:four	Dragon's Approach deals 3 damage to each opponent. You may exile Dragon's Approach and four cards named Dragon's Approach from your graveyard. If you do, search your library for a Dragon creature card, put it onto the battlefield, then shuffle. / A deck can have any number of cards named Dragon's Approach.
Trove of Temptation	1	Effect:effect_structure	Each opponent must attack you or a planeswalker you control with at least one creature each combat if able. / At the beginning of your end step, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Odric, Master Tactician	1	Effect:choose	First strike (This creature deals combat damage before creatures without first strike.) / Whenever Odric and at least three other creatures attack, you choose which creatures block this combat and how those creatures block.
Isildur's Fateful Strike	2	Swallow:Condition_If;Swallow:DynamicQty	(You may cast a legendary instant only if you control a legendary creature or planeswalker.) / Destroy target creature. If its controller has more than four cards in hand, they exile cards from their hand equal to the difference.
Firesong and Sunspeaker	1	Trigger:Whenever a white instant or sorcery spell causes you to gain life	Red instant and sorcery spells you control have lifelink. / Whenever a white instant or sorcery spell causes you to gain life, Firesong and Sunspeaker deals 3 damage to target creature or player.
Karn's Sylex	1	Effect:static_structure	Karn's Sylex enters tapped. / Players can't pay life to cast spells or to activate abilities that aren't mana abilities. / {X}, {T}, Exile Karn's Sylex: Destroy each nonland permanent with mana value X or less. Activate only as a sorcery.
Predatory Focus	1	Effect:have	You may have creatures you control assign their combat damage this turn as though they weren't blocked.
Glen Elendra's Answer	1	Effect:all	This spell can't be countered. / Counter all spells your opponents control and all abilities your opponents control. Create a 1/1 blue and black Faerie creature token with flying for each spell and ability countered this way.
Grave Scrabbler	1	Swallow:Condition_If	Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.) / When this creature enters, if its madness cost was paid, you may return target creature card from a graveyard to its owner's hand.
Ghastly Conscription	2	Effect:manifest;Effect:shuffle	Exile all creature cards from target player's graveyard in a face-down pile, shuffle that pile, then manifest those cards. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Invasion of Pyrulea	1	Swallow:Condition_If	(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.) / When this Siege enters, scry 3, then reveal the top card of your library. If it's a land or double-faced card, draw a card.
Storyweave	1	Effect:the	Choose one — / • Put two +1/+1 counters on target creature you control. / • Put two lore counters on target Saga you control. The next time one or more enchantment creatures you control enter this turn, each enters with two additional +1/+1 counters on it.
Dream Devourer	2	Effect:static_structure;Trigger:Whenever you foretell a card	Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}. (During your turn, you may pay {2} and exile it from your hand face down. Cast it on a later turn for its foretell cost.) / Whenever you foretell a card, this creature gets +2/+0 until end of turn.
Scalpelexis	1	Effect:repeat	Flying (This creature can't be blocked except by creatures with flying or reach.) / Whenever this creature deals combat damage to a player, that player exiles the top four cards of their library. If two or more of those cards have the same name, repeat this process.
Ride Down	1	Effect:creatures	Destroy target blocking creature. Creatures that were blocked by that creature this combat gain trample until end of turn.
Draconic Roar	1	Swallow:Condition_If	As an additional cost to cast this spell, you may reveal a Dragon card from your hand. / Draconic Roar deals 3 damage to target creature. If you revealed a Dragon card or controlled a Dragon as you cast this spell, Draconic Roar deals 3 damage to that creature's controller.
Stargaze	1	Effect:look	Look at twice X cards from the top of your library. Put X cards from among them into your hand and the rest into your graveyard. You lose X life.
Treasure Chest	1	Swallow:Optional_YouMay	{4}, Sacrifice this artifact: Roll a d20. / 1 | Trapped! — You lose 3 life. / 2—9 | Create five Treasure tokens. / 10—19 | You gain 3 life and draw three cards. / 20 | Search your library for a card. If it's an artifact card, you may put it onto the battlefield. Otherwise, put that card into your hand. Then shuffle.
Tanglewalker	0		Each creature you control can't be blocked as long as defending player controls an artifact land.
Faithful Squire	1	Effect:flip	Whenever you cast a Spirit or Arcane spell, you may put a ki counter on this creature. / At the beginning of the end step, if there are two or more ki counters on this creature, you may flip it.
Skrelv's Hive	0		At the beginning of your upkeep, you lose 1 life and create a 1/1 colorless Phyrexian Mite artifact creature token with toxic 1 and "This token can't block." / Corrupted — As long as an opponent has three or more poison counters, creatures you control with toxic have lifelink.
Descendant of Soramaro	1	Effect:put	{1}{U}: Look at the top X cards of your library, where X is the number of cards in your hand, then put them back in any order.
Threads of Disloyalty	0		Enchant creature with mana value 2 or less / You control enchanted creature.
Essence of the Wild	1	Effect:static_structure	Creatures you control enter as a copy of this creature.
Living Breakthrough	1	Effect:with	Flying / Whenever you cast a spell, your opponents can't cast spells with the same mana value as that spell until your next turn.
Symbiote Spider-Man	1	Effect:gain	Whenever this creature deals combat damage to a player, look at that many cards from the top of your library. Put one of them into your hand and the rest into your graveyard. / Find New Host — {2}{U/B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature you control. It gains this card's other abilities. Activate only as a sorcery.
Bride's Gown	0		Equipped creature gets +2/+0. It gets an additional +0/+2 and has first strike as long as an Equipment named Groom's Finery is attached to a creature you control. / Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
Vesuvan Shapeshifter	1	Effect:static_structure	As this creature enters or is turned face up, you may choose another creature on the battlefield. If you do, until this creature is turned face down, it becomes a copy of that creature, except it has "At the beginning of your upkeep, you may turn this creature face down." / Morph {1}{U}
Zilortha, Apex of Ikoria	1	Effect:static_structure	Reach / For each non-Human creature you control, you may have that creature assign its combat damage as though it weren't blocked.
Primal Clay	1	Effect:unknown	As this creature enters, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)
Crystalline Giant	2	Effect:choose;Effect:put	At the beginning of combat on your turn, choose a kind of counter at random that this creature doesn't have on it from among flying, first strike, deathtouch, hexproof, lifelink, menace, reach, trample, vigilance, and +1/+1. Put a counter of that kind on this creature.
Corpse Appraiser	1	Swallow:Condition_If	When this creature enters, exile up to one target creature card from a graveyard. If a card is put into exile this way, look at the top three cards of your library, then put one of those cards into your hand and the rest into your graveyard.
Unstable Glyphbridge	1	Effect:for	When this artifact enters, if you cast it, for each player, choose a creature with power 2 or less that player controls. Then destroy all creatures except creatures chosen this way. / Craft with artifact {3}{W}{W} ({3}{W}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)
Su-Chi Cave Guard	1	Effect:add	Vigilance / Ward {4} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}.) / When this creature dies, add eight {C}. Until end of turn, you don't lose this mana as steps and phases end.
Ringwraiths	1	Swallow:Condition_If	When this creature enters, target creature an opponent controls gets -3/-3 until end of turn. If that creature is legendary, its controller loses 3 life. / When the Ring tempts you, return this card from your graveyard to your hand.
Choreographed Sparks	1	Effect:the	This spell can't be copied. / Choose one or both — / • Copy target instant or sorcery spell you control. You may choose new targets for the copy. / • Copy target creature spell you control. The copy gains haste and "At the beginning of the end step, sacrifice this token."
Thieving Sprite	1	Swallow:DynamicQty	Flying / When this creature enters, target player reveals X cards from their hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.
Valakut Fireboar	1	Effect:switch	Whenever this creature attacks, switch its power and toughness until end of turn.
Dormant Gomazoa	1	Trigger:Whenever you become the target of a spell	Flying / This creature enters tapped. / This creature doesn't untap during your untap step. / Whenever you become the target of a spell, you may untap this creature.
Temple of the Dead	1	Swallow:Condition_If	(Transforms from Aclazotz, Deepest Betrayal.) / {T}: Add {B}. / {2}{B}, {T}: Transform this land. Activate only if a player has one or fewer cards in hand and only as a sorcery.
Hedonist's Trove	1	Effect:static_structure	When this enchantment enters, exile target opponent's graveyard. / You may play lands from among cards exiled with this enchantment. / You may cast spells from among cards exiled with this enchantment. You can't cast more than one spell this way each turn.
